year,month,pressure,humidity,temperature,wind_speed,wind_direction,dew_point,rainfall
1998,6,95.41,56.62,33.7,5.65,223.75,20.48,0.16
1998,7,95.39,78.62,27.95,2.27,268.62,22.75,0.16
1998,9,95.32,86.19,25.69,2.79,279.31,22.95,5.74
1998,5,95.45,46.12,36.56,4.74,292.69,19.71,9.89
1998,9,95.61,84.19,25.64,3.44,267.19,22.33,0.75
1998,9,95.52,88.44,24.77,2.4,273.81,22.47,11.17
1998,6,95.47,54.31,33.08,5.86,285.94,19.73,5.85
1998,10,95.61,86.38,25.8,2.71,94.06,23.12,0.49
1998,8,95.6,82.44,26.58,1.05,262.44,22.57,3.1
1998,3,95.88,24.5,27.8,8.76,207,2.15,0.36
1998,10,96.21,78.44,24.04,1.58,58.75,19.79,0.97
1998,8,95.23,85.94,25.57,3.12,267.62,22.94,8.13
1998,10,95.56,86,26.04,2.59,88.88,23.25,2.39
1998,8,95.55,84.56,26.44,2.34,282.56,22.94,0.1
1998,8,95.16,85.56,27.26,1.95,164.75,24.21,5.47
1998,5,95.55,29.12,38.62,6.21,144.12,13.2,0.41
1998,7,95.31,80.62,26.34,5.53,244.44,22.29,3.09
1998,7,95.5,75.75,27.83,2.78,250,21.87,3.51
1998,6,95.49,49.94,33.79,4.05,290,19.57,17.5
1998,9,95.71,84.38,25.62,2.16,285.06,22.13,0.7
1998,11,96.08,84,24.73,2.06,111.69,21.84,0.3
1998,4,95.91,40.75,34.33,5.35,310.06,15.39,0.06
1998,8,95.21,90.25,24.82,3.11,246.88,23.15,3.18
1998,7,95.14,76.5,27.19,3.23,256.38,21.84,1.4
1998,10,95.66,86.38,25.6,3.8,71.81,22.98,15.99
1998,9,95.69,84.69,25.99,3.75,99.38,22.8,0.19
1998,7,95.28,74.31,28.23,3.93,239.12,21.84,0.19
1998,11,96.06,82.06,24.54,2.51,108.88,20.99,0.05
1998,9,95.33,90.88,25.17,2.71,314.75,23.59,3.87
1998,7,95.41,77.75,28.79,2.76,279,23.13,1.51
1998,6,95.44,54.75,32.99,5.26,234.06,19.48,1.22
1998,6,94.61,85.06,26.85,5.15,188.88,23.7,24.06
1998,11,96.12,84.06,25.12,3.81,104.44,21.7,0.09
1998,8,95.38,87.12,25.63,3.55,258.94,23.12,2.4
1998,9,95.72,83.88,26,1.05,316.69,22.29,0.2
1998,7,94.76,86,27.48,4.42,299.81,24.65,3.65
1998,6,95.1,65.88,31.54,2.84,269.25,21.83,0.25
1998,9,95.51,89.5,25.98,2.84,280.75,23.85,4.65
1998,9,95.36,89.81,25.55,1.95,308.12,23.69,5.63
1998,8,95.45,84.31,25.73,5.34,267.44,22.58,1.36
1998,1,96.39,70.25,23.47,7.58,116,15.92,0.06
1998,6,95.15,69.75,29.85,2.68,262.88,22.08,0.88
1998,11,96.17,85.75,22.69,2.45,72.69,19.77,9.17
1998,8,95.36,86.12,26.34,4.5,253.88,23.39,27.44
1998,11,95.98,80.19,23.76,4.04,93.5,19.53,1.16
1998,7,95.45,73.56,28.69,2.54,254.06,21.83,0.25
1998,5,95.47,25.62,38.08,5.48,316.5,11.08,0.05
1998,7,95.21,82.31,26.38,3.44,232.12,22.62,6.01
1998,6,94.84,67.69,32.3,5.73,176,23.12,2.82
1998,8,94.89,90.88,25.41,3.75,245.88,23.9,48.4
1998,7,95.02,77.44,27.37,3.69,241.25,22.19,0.15
1998,10,95.69,85.31,26.27,2.82,96.12,23.05,0.51
1998,10,96.16,77.31,23.67,1.73,224,19.37,1.17
1998,5,95.77,26.12,39.32,5.7,279.94,12.5,6.27
1998,5,95.81,32.38,39.22,7.34,268.06,14.08,0.01
1998,9,95.45,84.44,26.15,3.15,256.12,22.58,0.48
1998,9,95.45,85.06,25.64,1.12,247.12,22.48,0.09
1998,10,95.69,87.75,25.69,2.48,167.19,23.14,2.33
1998,8,95.25,86.19,25.42,5.06,272.19,22.8,3.83
1998,10,95.92,79.75,21.85,2.81,289.75,17.34,0.1
1998,6,95.42,57.81,32.54,2.61,277.56,19.42,0.25
1998,10,95.76,86.06,26.19,4.2,112.31,23.12,11.78
1998,7,95.19,82.56,27.33,2.84,307.62,23.15,28.28
1998,8,95.67,83.25,26.62,2.27,266.81,22.78,0.41
1998,8,95.31,91.38,25.25,8.37,228,23.86,11.67
1998,8,95.5,86.38,26.07,3.7,226.94,23.51,6.53
1998,7,95.11,81.25,26.37,3.98,254.56,22.44,0.38
1998,1,96.63,70.12,22.98,4.85,97,15.45,0.01
1998,8,95.56,86.38,25.22,4.08,249.56,22.66,4.18
1998,10,95.61,90.62,25.23,3,94.56,23.58,2.46
1998,9,95.01,91.75,23.6,2.34,246.94,22.46,4.83
1998,9,95.4,90.19,25.33,4.48,317,23.26,26.93
1998,8,95.22,85.31,26.23,2.57,253.81,23.29,10.57
1998,3,96.14,48.75,26.94,6.41,236.62,11.93,0.22
1998,8,95.48,84.06,25.51,4.16,259,22.13,1.56
1998,6,94.81,75.75,29.85,6.02,177.56,23.9,3.13
1998,10,95.72,87.62,25.48,4.2,85.56,23.15,14.26
1998,8,95.3,84.88,25.76,5.21,271.56,22.79,0.24
1998,6,95.3,54,32.18,8.76,214.81,18.26,0.2
1998,3,96.03,31.12,30.24,8.83,284.31,8.69,0.02
1998,7,95,77.38,27.23,4.64,228.25,22.14,3.94
1998,9,95.14,89.25,24.37,3.2,269.06,22.66,11.76
1998,9,95.32,90.75,25.44,4.31,200.75,23.81,9.21
1998,9,95.62,85,26.03,2.73,107.56,23.05,1.48
1998,5,95.42,24.38,39.49,4.45,181.31,11.58,0.01
1998,10,96.11,80.12,23.47,1.8,151.75,19.55,0.21
1998,5,95.28,40.44,37.45,4.59,276.19,16.89,0.01
1998,4,95.73,31.12,38.48,6.11,299.44,13.62,0.14
1998,10,95.63,85.25,26.39,2.85,95.81,23.25,3.34
1998,7,95.4,80,26.67,3.33,259.62,22.08,3.44
1998,10,95.64,85.19,26.17,3.4,137.5,23.16,6.16
1998,5,95.53,50.25,34.65,4.86,293.19,19.87,5.86
1998,11,96.05,73.88,21.69,2.83,116.56,16.83,0.29
1998,6,95.24,72.38,27.76,4.7,255.19,21.7,42.19
1998,9,95.77,89.62,25.26,1.66,144.81,23.33,34.49
1998,9,95.36,86.88,25.97,2.68,297.31,23.46,0.92
1998,5,95.7,23.25,39.47,5.98,232.06,10.69,0.01
1998,6,95.29,68.69,30.6,3.45,284.06,22.46,14.77
1998,1,96.21,53.5,21.04,5.79,149.38,8.94,0.18
1998,10,95.67,83.81,26.08,4.66,121.19,22.8,16.33
1998,6,95.08,83.94,26.37,7.32,275.69,23.18,29.28
1998,8,95.25,86.94,26.87,3.03,126.5,24.06,24.01
1998,10,95.69,85.94,24.99,2.06,219.75,22.19,1.12
1998,11,96.24,81,21.93,2.58,74.19,18.09,0.5
1998,5,95.61,22.81,40.11,7.05,284,11,0.08
1998,9,95.04,91,23.58,2.06,262.25,22.38,21.79
1998,8,94.89,90.88,25.38,4.2,245.75,23.87,30.87
1998,10,95.39,86.75,25.7,6.02,165.75,23.05,8.32
1998,9,95.65,86,25.95,3.84,99.94,22.89,0.43
1998,10,95.51,86.56,24.8,3.32,222,22.22,3.81
1998,9,95.28,88.31,26.05,1.77,307.69,23.83,4.5
1998,9,95.59,89,24.73,2.15,265.94,22.72,0.14
1998,8,95.54,86.56,24.65,3.03,252.56,22.17,1.52
1998,6,95.26,53.88,34.25,4.91,313.31,19.99,4.13
1998,7,95.4,81.81,27.34,2.3,187.94,23.26,2.44
1998,9,95.45,85.25,26.19,4.14,276.56,22.73,2.64
1998,3,96.27,32.12,27.99,4.91,302.56,5.8,0.03
1998,8,95.37,85.12,26.49,2.01,319.56,23.12,0.19
1998,10,95.98,80.38,22.35,2.94,218.88,18.39,0.44
1998,6,94.94,71.62,31.97,5.33,198.94,23.63,4.21
1998,11,95.89,77.69,20.04,2.7,142.69,15.61,1.5
1998,10,95.98,77.38,22.4,4.75,298.56,17.48,0.04
1998,11,96.07,76.5,23.27,2.5,103.94,18.52,0.09
1998,10,95.82,83.25,22.45,2.2,279.19,18.86,0.16
1998,11,96.24,81,21.93,2.58,74.19,18.09,0.5
1998,7,95.02,77.44,27.37,3.69,241.25,22.19,0.15
1998,8,94.89,90.88,25.38,4.2,245.75,23.87,30.87
1998,10,96.11,80.12,23.47,1.8,151.75,19.55,0.21
1998,6,95.1,65.88,31.54,2.84,269.25,21.83,0.25
1998,10,96.16,77.31,23.67,1.73,224,19.37,1.17
1998,10,96.03,79.69,19.48,3.35,47.06,15.69,0.67
1998,11,96.08,84,24.73,2.06,111.69,21.84,0.3
1998,9,95.01,91.75,23.6,2.34,246.94,22.46,4.83
1998,1,96.63,70.12,22.98,4.85,97,15.45,0.01
1998,3,96.12,28.06,31.83,5.26,236.88,8.69,0.86
1998,6,94.84,67.69,32.3,5.73,176,23.12,2.82
1998,8,95.38,87.12,25.63,3.55,258.94,23.12,2.4
1998,11,95.93,73.81,20.71,2.84,169.19,16.24,5.98
1998,5,95.59,30.44,37.83,5.09,312.31,14.14,0.79
1998,7,95.05,86.19,26.52,1.15,310.31,23.56,6.19
1998,9,95.52,88.44,24.77,2.4,273.81,22.47,11.17
1998,9,95.24,85.62,25.18,4.21,240.25,22.36,2.45
1998,7,95.31,80.62,26.34,5.53,244.44,22.29,3.09
1998,6,95.15,69.75,29.85,2.68,262.88,22.08,0.88
1998,6,94.61,85.06,26.85,5.15,188.88,23.7,24.06
1998,11,96.02,86.62,22.92,3.29,139.81,20.25,10.58
1998,11,96.09,84.5,24.92,3.36,122.88,21.61,0.21
1998,8,94.89,90.88,25.41,3.75,245.88,23.9,48.4
1998,9,95.4,90.19,25.33,4.48,317,23.26,26.93
1998,10,95.69,85.94,24.99,2.06,219.75,22.19,1.12
1998,7,95.19,82.56,27.33,2.84,307.62,23.15,28.28
1998,5,95.47,25.62,38.08,5.48,316.5,11.08,0.05
1998,5,95.56,18.56,37.43,5.91,145.5,4.98,0.01
1998,8,95.06,83.94,26.74,4.13,271.31,23.16,4.4
1998,10,95.39,86.75,25.7,6.02,165.75,23.05,8.32
1998,8,95.42,85.62,25.06,3.12,257.19,22.26,2.61
1998,3,96.24,43.69,28.25,7.81,267.88,9.41,0.47
1998,11,96.06,82.06,24.54,2.51,108.88,20.99,0.05
1998,9,95.77,89.62,25.26,1.66,144.81,23.33,34.49
1998,1,96.29,51.25,20.51,5.5,132.94,8.3,0.94
1998,3,95.88,24.5,27.8,8.76,207,2.15,0.36
1998,7,94.76,86,27.48,4.42,299.81,24.65,3.65
1998,6,95.49,49.94,33.79,4.05,290,19.57,17.5
1998,7,95.39,78.62,27.95,2.27,268.62,22.75,0.16
1998,6,94.81,75.75,29.85,6.02,177.56,23.9,3.13
1998,1,96.21,53.5,21.04,5.79,149.38,8.94,0.18
1998,8,95.37,89.06,25.92,1.64,139.5,23.69,16.32
1998,8,95.56,86.38,25.22,4.08,249.56,22.66,4.18
1998,7,95.14,76.5,27.19,3.23,256.38,21.84,1.4
1998,7,95.31,76.94,27.95,0.98,268.31,22.19,1.44
1998,8,95.22,85.31,26.23,2.57,253.81,23.29,10.57
1998,11,96.05,73.88,21.69,2.83,116.56,16.83,0.29
1998,10,95.66,86.38,25.6,3.8,71.81,22.98,15.99
1998,10,95.99,86.62,22.17,2.22,224.19,19.69,2.72
1998,8,95.36,86.31,26.87,4.06,82.25,24.22,20.89
1998,6,95.09,65.44,31.51,4.1,277.88,21.83,0.81
1998,11,95.98,80.19,23.76,4.04,93.5,19.53,1.16
1998,7,95.28,74.31,28.23,3.93,239.12,21.84,0.19
1998,6,95.41,56.62,33.7,5.65,223.75,20.48,0.16
1998,9,95.28,88.31,26.05,1.77,307.69,23.83,4.5
1998,8,95.54,86.56,24.65,3.03,252.56,22.17,1.52
1998,6,95.29,68.69,30.6,3.45,284.06,22.46,14.77
1998,6,94.21,79.75,29.33,4.05,152.19,24.21,3.17
1998,7,95.39,78.75,28.58,2.79,230.62,22.77,16.14
1998,7,95.31,79.25,26.55,6.22,247.62,22.06,8.28
1998,10,95.61,86.38,25.8,2.71,94.06,23.12,0.49
1998,5,95.7,23.25,39.47,5.98,232.06,10.69,0.01
1998,9,95.59,83.31,26.4,1.72,127.06,22.95,0.07
1998,6,95.26,53.88,34.25,4.91,313.31,19.99,4.13
1998,3,96.14,48.75,26.94,6.41,236.62,11.93,0.22
1998,8,95.25,86.19,25.42,5.06,272.19,22.8,3.83
1998,9,95.72,83.88,26,1.05,316.69,22.29,0.2
1998,7,95.55,80.5,27.03,4.02,287.62,22.26,1.16
1998,10,95.73,85.25,25.95,3.75,49.69,22.96,2.2
1998,10,95.69,87.75,25.69,2.48,167.19,23.14,2.33
1998,6,95.41,58.88,33.4,3.88,220.44,21.01,2.07
1998,9,95.32,90.75,25.44,4.31,200.75,23.81,9.21
1998,5,95.81,32.38,39.22,7.34,268.06,14.08,0.01
1998,7,95.45,73.56,28.69,2.54,254.06,21.83,0.25
1998,7,94.46,78.44,28.35,5.63,221.5,23.4,5.22
1998,9,95.69,84.69,25.99,3.75,99.38,22.8,0.19
1998,6,95.1,63.75,31.15,2.7,269.56,21.07,0.04
1998,10,96.21,78.44,24.04,1.58,58.75,19.79,0.97
1998,3,96.27,32.12,27.99,4.91,302.56,5.8,0.03
1998,7,95.14,80.44,26.09,3.95,257.5,22.03,2.85
1998,9,95.45,84.44,26.15,3.15,256.12,22.58,0.48
1998,8,95.13,85.62,25.56,5.93,243.19,22.85,0.83
1998,6,94.94,71.62,31.97,5.33,198.94,23.63,4.21
1998,9,95.36,89.81,25.55,1.95,308.12,23.69,5.63
1998,9,95.43,88.69,25.78,3.09,335.56,23.57,3.89
1998,8,95.38,83.25,27.6,2.01,75.62,23.83,5.99
1998,5,95.45,46.12,36.56,4.74,292.69,19.71,9.89
1998,11,96.12,84.06,25.12,3.81,104.44,21.7,0.09
1998,8,95.44,83.44,26.23,3.96,296.5,22.62,0.36
1998,7,95,77.38,27.23,4.64,228.25,22.14,3.94
1998,10,95.72,87.62,25.48,4.2,85.56,23.15,14.26
1998,7,95.4,80,26.67,3.33,259.62,22.08,3.44
1998,9,95.71,84.38,25.62,2.16,285.06,22.13,0.7
1998,8,95.23,85.94,25.57,3.12,267.62,22.94,8.13
1998,9,95.61,84.19,25.64,3.44,267.19,22.33,0.75
1998,8,95.45,84.31,25.73,5.34,267.44,22.58,1.36
1998,7,95.4,81.81,27.34,2.3,187.94,23.26,2.44
1998,6,95.28,72.75,29.49,2.31,267.38,22.94,4.02
1998,7,95.24,76.25,28.87,1.89,283.31,22.46,3.72
1998,5,95.28,40.44,37.45,4.59,276.19,16.89,0.01
1998,7,95.5,75.75,27.83,2.78,250,21.87,3.51
1998,9,95.65,86,25.95,3.84,99.94,22.89,0.43
1998,8,95.56,84.06,26.37,3.21,272.69,22.83,0.36
1998,9,95.36,86.88,25.97,2.68,297.31,23.46,0.92
1998,9,95.45,85.06,25.64,1.12,247.12,22.48,0.09
1998,10,95.98,77.38,22.4,4.75,298.56,17.48,0.04
1998,9,95.33,90.88,25.17,2.71,314.75,23.59,3.87
1998,11,95.89,77.69,20.04,2.7,142.69,15.61,1.5
1998,7,94.66,74.56,28.44,3.83,216.12,22.5,5.27
1998,8,95.36,86.12,26.34,4.5,253.88,23.39,27.44
1998,10,95.98,80.38,22.35,2.94,218.88,18.39,0.44
1998,10,95.56,86,26.04,2.59,88.88,23.25,2.39
1998,7,94.79,89.12,26.4,4.41,323.06,24.47,8.95
1998,10,95.92,79.75,21.85,2.81,289.75,17.34,0.1
1998,9,95.59,89,24.73,2.15,265.94,22.72,0.14
1998,4,95.73,31.12,38.48,6.11,299.44,13.62,0.14
1998,8,95.5,86.38,26.07,3.7,226.94,23.51,6.53
1998,10,96.11,72.75,22.8,3.74,53.69,17.87,0.35
1998,4,95.85,38.62,36.65,5.01,313.12,15.83,0.4
1998,7,95.11,86.5,26.47,4.33,259.94,23.66,17.48
1998,1,96.39,70.25,23.47,7.58,116,15.92,0.06
1998,10,95.69,85.31,26.27,2.82,96.12,23.05,0.51
1998,10,95.61,90.62,25.23,3,94.56,23.58,2.46
1998,10,95.82,83.25,22.45,2.2,279.19,18.86,0.16
1998,10,95.77,82.06,22.77,3.26,275.19,19.25,0.03
1998,6,95.42,57.81,32.54,2.61,277.56,19.42,0.25
1998,2,96.18,51.5,23.39,5.9,292.38,9.04,0.5
1998,3,96.03,31.12,30.24,8.83,284.31,8.69,0.02
1998,9,95.84,85.69,26.22,1.93,196.19,23.14,1.31
1998,9,95.04,91,23.58,2.06,262.25,22.38,21.79
1998,11,96.17,85.75,22.69,2.45,72.69,19.77,9.17
1998,7,95.41,77.75,28.79,2.76,279,23.13,1.51
1998,7,95.26,80.06,25.81,5.26,246.94,21.86,7.37
1998,8,95.67,83.25,26.62,2.27,266.81,22.78,0.41
1998,7,95.21,82.31,26.38,3.44,232.12,22.62,6.01
1998,11,95.93,88.56,22.38,2.32,96.62,20.14,3.63
1998,1,96.32,75.44,22.2,4.65,115.12,16.52,0.01
1998,4,95.91,40.75,34.33,5.35,310.06,15.39,0.06
1998,10,95.51,86.56,24.8,3.32,222,22.22,3.81
1998,6,94.84,77.69,29.23,3.37,263.44,23.39,17.46
1998,10,95.76,86.06,26.19,4.2,112.31,23.12,11.78
1998,9,95.62,85,26.03,2.73,107.56,23.05,1.48
1998,8,95.25,86.94,26.87,3.03,126.5,24.06,24.01
1998,8,95.3,84.88,25.76,5.21,271.56,22.79,0.24
1998,11,96.07,76.5,23.27,2.5,103.94,18.52,0.09
1998,7,95.44,77.94,27.26,2.76,252,22.07,7
1998,5,95.55,29.12,38.62,6.21,144.12,13.2,0.41
1998,8,95.21,90.25,24.82,3.11,246.88,23.15,3.18
1998,9,95.65,84.06,25.78,1.3,277.12,22.33,1.44
1998,8,95.55,84.56,26.44,2.34,282.56,22.94,0.1
1998,9,95.64,87.12,25.35,2.41,285.94,22.74,1.16
1998,6,95.24,72.38,27.76,4.7,255.19,21.7,42.19
1998,10,95.64,85.19,26.17,3.4,137.5,23.16,6.16
1998,6,95.07,69.88,31.25,6.47,236.19,22.65,14.8
1998,6,95.4,57.12,32.98,2.21,263.19,19.86,4.37
1998,8,95.48,84.06,25.51,4.16,259,22.13,1.56
1998,10,95.67,86.56,25.8,4.66,316.38,22.87,4.27
1998,6,95.28,58.75,32.35,3.8,251,20.15,1.21
1998,6,95.08,83.94,26.37,7.32,275.69,23.18,29.28
1998,9,95.51,89.5,25.98,2.84,280.75,23.85,4.65
1998,9,95.32,86.19,25.69,2.79,279.31,22.95,5.74
1998,5,95.77,26.12,39.32,5.7,279.94,12.5,6.27
1998,6,95.47,54.31,33.08,5.86,285.94,19.73,5.85
1998,6,95.3,54,32.18,8.76,214.81,18.26,0.2
1998,6,95.44,54.75,32.99,5.26,234.06,19.48,1.22
1998,11,96.11,89.81,21.05,1.06,52.44,19.3,6.61
1998,2,96.17,41.62,23.94,5.89,295.88,5.51,0.03
1998,10,95.67,83.81,26.08,4.66,121.19,22.8,16.33
1998,5,95.53,50.25,34.65,4.86,293.19,19.87,5.86
1998,7,95.38,82.44,27.87,4.6,212.06,23.75,3.21
1998,8,95.6,82.44,26.58,1.05,262.44,22.57,3.1
1998,8,95.37,85.12,26.49,2.01,319.56,23.12,0.19
1998,10,95.63,85.25,26.39,2.85,95.81,23.25,3.34
1998,10,95.71,81.94,25.65,2.73,62.06,21.98,0.03
1998,8,95.42,88,25.73,2.67,251.19,23.47,18.53
1998,8,95.57,82.06,26.91,0.98,276.56,22.64,0.24
1998,9,95.45,85.25,26.19,4.14,276.56,22.73,2.64
1998,5,95.61,22.81,40.11,7.05,284,11,0.08
1998,7,95.11,81.25,26.37,3.98,254.56,22.44,0.38
1998,7,95.49,76.5,27.22,1.65,268.44,21.62,0.45
1998,7,94.96,77.38,27.52,2.67,250,22.27,0.46
1998,5,95.42,24.38,39.49,4.45,181.31,11.58,0.01
1998,8,95.31,91.38,25.25,8.37,228,23.86,11.67
1998,8,95.16,85.56,27.26,1.95,164.75,24.21,5.47
1998,9,95.14,89.25,24.37,3.2,269.06,22.66,11.76
1998,7,95.21,82.31,26.38,3.44,232.12,22.62,6.01
1998,7,94.66,74.56,28.44,3.83,216.12,22.5,5.27
1998,1,96.29,51.25,20.51,5.5,132.94,8.3,0.94
1998,4,95.73,31.12,38.48,6.11,299.44,13.62,0.14
1998,8,95.36,86.31,26.87,4.06,82.25,24.22,20.89
1998,9,95.69,84.69,25.99,3.75,99.38,22.8,0.19
1998,8,95.3,84.88,25.76,5.21,271.56,22.79,0.24
1998,8,95.55,84.56,26.44,2.34,282.56,22.94,0.1
1998,6,95.28,72.75,29.49,2.31,267.38,22.94,4.02
1998,10,96.11,72.75,22.8,3.74,53.69,17.87,0.35
1998,7,95.55,80.5,27.03,4.02,287.62,22.26,1.16
1998,7,95.31,76.94,27.95,0.98,268.31,22.19,1.44
1998,7,94.46,78.44,28.35,5.63,221.5,23.4,5.22
1998,10,96.11,80.12,23.47,1.8,151.75,19.55,0.21
1998,8,95.22,85.31,26.23,2.57,253.81,23.29,10.57
1998,10,95.63,85.25,26.39,2.85,95.81,23.25,3.34
1998,8,94.89,90.88,25.38,4.2,245.75,23.87,30.87
1998,9,95.64,87.12,25.35,2.41,285.94,22.74,1.16
1998,11,96.09,84.5,24.92,3.36,122.88,21.61,0.21
1998,10,95.98,77.38,22.4,4.75,298.56,17.48,0.04
1998,10,95.69,85.31,26.27,2.82,96.12,23.05,0.51
1998,8,95.23,85.94,25.57,3.12,267.62,22.94,8.13
1998,10,96.03,79.69,19.48,3.35,47.06,15.69,0.67
1998,9,95.32,90.75,25.44,4.31,200.75,23.81,9.21
1998,7,95.02,77.44,27.37,3.69,241.25,22.19,0.15
1998,5,95.47,25.62,38.08,5.48,316.5,11.08,0.05
1998,8,95.5,86.38,26.07,3.7,226.94,23.51,6.53
1998,5,95.7,23.25,39.47,5.98,232.06,10.69,0.01
1998,9,95.01,91.75,23.6,2.34,246.94,22.46,4.83
1998,10,95.82,83.25,22.45,2.2,279.19,18.86,0.16
1998,8,95.42,88,25.73,2.67,251.19,23.47,18.53
1998,8,95.56,84.06,26.37,3.21,272.69,22.83,0.36
1998,7,95.39,78.62,27.95,2.27,268.62,22.75,0.16
1998,7,94.76,86,27.48,4.42,299.81,24.65,3.65
1998,6,95.49,49.94,33.79,4.05,290,19.57,17.5
1998,10,95.39,86.75,25.7,6.02,165.75,23.05,8.32
1998,8,95.38,87.12,25.63,3.55,258.94,23.12,2.4
1998,5,95.53,50.25,34.65,4.86,293.19,19.87,5.86
1998,9,95.59,89,24.73,2.15,265.94,22.72,0.14
1998,9,95.24,85.62,25.18,4.21,240.25,22.36,2.45
1998,3,96.24,43.69,28.25,7.81,267.88,9.41,0.47
1998,7,95.31,79.25,26.55,6.22,247.62,22.06,8.28
1998,5,95.59,30.44,37.83,5.09,312.31,14.14,0.79
1998,8,95.67,83.25,26.62,2.27,266.81,22.78,0.41
1998,6,94.61,85.06,26.85,5.15,188.88,23.7,24.06
1998,9,95.14,89.25,24.37,3.2,269.06,22.66,11.76
1998,6,95.47,54.31,33.08,5.86,285.94,19.73,5.85
1998,7,95.4,80,26.67,3.33,259.62,22.08,3.44
1998,7,95.24,76.25,28.87,1.89,283.31,22.46,3.72
1998,7,95.5,75.75,27.83,2.78,250,21.87,3.51
1998,6,95.24,72.38,27.76,4.7,255.19,21.7,42.19
1998,8,95.31,91.38,25.25,8.37,228,23.86,11.67
1998,8,95.21,90.25,24.82,3.11,246.88,23.15,3.18
1998,9,95.28,88.31,26.05,1.77,307.69,23.83,4.5
1998,7,95.49,76.5,27.22,1.65,268.44,21.62,0.45
1998,9,95.52,88.44,24.77,2.4,273.81,22.47,11.17
1998,7,95.05,86.19,26.52,1.15,310.31,23.56,6.19
1998,9,95.77,89.62,25.26,1.66,144.81,23.33,34.49
1998,8,95.25,86.19,25.42,5.06,272.19,22.8,3.83
1998,9,95.04,91,23.58,2.06,262.25,22.38,21.79
1998,10,95.51,86.56,24.8,3.32,222,22.22,3.81
1998,7,95.4,81.81,27.34,2.3,187.94,23.26,2.44
1998,9,95.72,83.88,26,1.05,316.69,22.29,0.2
1998,10,95.76,86.06,26.19,4.2,112.31,23.12,11.78
1998,9,95.45,85.06,25.64,1.12,247.12,22.48,0.09
1998,6,95.42,57.81,32.54,2.61,277.56,19.42,0.25
1998,8,95.37,89.06,25.92,1.64,139.5,23.69,16.32
1998,9,95.43,88.69,25.78,3.09,335.56,23.57,3.89
1998,8,95.45,84.31,25.73,5.34,267.44,22.58,1.36
1998,8,95.57,82.06,26.91,0.98,276.56,22.64,0.24
1998,9,95.32,86.19,25.69,2.79,279.31,22.95,5.74
1998,6,95.15,69.75,29.85,2.68,262.88,22.08,0.88
1998,8,95.38,83.25,27.6,2.01,75.62,23.83,5.99
1998,1,96.63,70.12,22.98,4.85,97,15.45,0.01
1998,8,95.13,85.62,25.56,5.93,243.19,22.85,0.83
1998,5,95.81,32.38,39.22,7.34,268.06,14.08,0.01
1998,10,95.77,82.06,22.77,3.26,275.19,19.25,0.03
1998,10,95.56,86,26.04,2.59,88.88,23.25,2.39
1998,7,95.28,74.31,28.23,3.93,239.12,21.84,0.19
1998,10,95.67,83.81,26.08,4.66,121.19,22.8,16.33
1998,7,95.11,86.5,26.47,4.33,259.94,23.66,17.48
1998,6,95.41,58.88,33.4,3.88,220.44,21.01,2.07
1998,9,95.62,85,26.03,2.73,107.56,23.05,1.48
1998,10,95.66,86.38,25.6,3.8,71.81,22.98,15.99
1998,8,95.56,86.38,25.22,4.08,249.56,22.66,4.18
1998,11,96.05,73.88,21.69,2.83,116.56,16.83,0.29
1998,6,95.26,53.88,34.25,4.91,313.31,19.99,4.13
1998,3,96.12,28.06,31.83,5.26,236.88,8.69,0.86
1998,4,95.91,40.75,34.33,5.35,310.06,15.39,0.06
1998,1,96.21,53.5,21.04,5.79,149.38,8.94,0.18
1998,8,94.89,90.88,25.41,3.75,245.88,23.9,48.4
1998,7,95.39,78.75,28.58,2.79,230.62,22.77,16.14
1998,11,95.98,80.19,23.76,4.04,93.5,19.53,1.16
1998,11,95.93,73.81,20.71,2.84,169.19,16.24,5.98
1998,4,95.85,38.62,36.65,5.01,313.12,15.83,0.4
1998,7,95.19,82.56,27.33,2.84,307.62,23.15,28.28
1998,11,96.02,86.62,22.92,3.29,139.81,20.25,10.58
1998,6,95.44,54.75,32.99,5.26,234.06,19.48,1.22
1998,9,95.71,84.38,25.62,2.16,285.06,22.13,0.7
1998,8,95.54,86.56,24.65,3.03,252.56,22.17,1.52
1998,8,95.44,83.44,26.23,3.96,296.5,22.62,0.36
1998,5,95.56,18.56,37.43,5.91,145.5,4.98,0.01
1998,10,95.73,85.25,25.95,3.75,49.69,22.96,2.2
1998,3,95.88,24.5,27.8,8.76,207,2.15,0.36
1998,6,95.4,57.12,32.98,2.21,263.19,19.86,4.37
1998,7,94.96,77.38,27.52,2.67,250,22.27,0.46
1998,11,96.11,89.81,21.05,1.06,52.44,19.3,6.61
1998,10,95.61,90.62,25.23,3,94.56,23.58,2.46
1998,7,95.45,73.56,28.69,2.54,254.06,21.83,0.25
1998,8,95.25,86.94,26.87,3.03,126.5,24.06,24.01
1998,1,96.39,70.25,23.47,7.58,116,15.92,0.06
1998,7,95.11,81.25,26.37,3.98,254.56,22.44,0.38
1998,9,95.59,83.31,26.4,1.72,127.06,22.95,0.07
1998,6,95.3,54,32.18,8.76,214.81,18.26,0.2
1998,5,95.45,46.12,36.56,4.74,292.69,19.71,9.89
1998,8,95.6,82.44,26.58,1.05,262.44,22.57,3.1
1998,7,95.41,77.75,28.79,2.76,279,23.13,1.51
